Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13A1_061_Line_Y_500m,MOD13A1_061_Sample_X_500m,MOD13A1_061__500m_16_days_EVI,MOD13A1_061__500m_16_days_VI_Quality,MOD13A1_061__500m_16_days_pixel_reliability,MOD13A1_061__500m_16_days_VI_Quality_bitmask,MOD13A1_061__500m_16_days_VI_Quality_MODLAND,MOD13A1_061__500m_16_days_VI_Quality_MODLAND_Description,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness_Description,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow_Description,MOD13A1_061__500m_16_days_pixel_reliability_bitmask,MOD13A1_061__500m_16_days_pixel_reliability_MODLAND,MOD13A1_061__500m_16_days_pixel_reliability_MODLAND_Description
AbuDhabi,3,26.5,55.0,2022-04-07,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-04-23,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-05-09,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-05-25,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-06-10,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-06-26,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-07-12,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-07-28,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-08-13,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-08-29,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-09-14,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-09-30,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-10-16,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-11-01,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-11-17,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-12-03,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2022-12-19,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-01-01,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-01-17,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-02-02,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-02-18,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-03-06,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-03-22,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-04-07,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-04-23,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-05-09,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-05-25,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-06-10,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-06-26,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-07-12,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-07-28,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-08-13,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-08-29,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-09-14,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-09-30,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-10-16,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-11-01,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-11-17,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-12-03,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2023-12-19,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-01-01,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-01-17,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-02-02,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-02-18,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-03-05,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-03-21,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-04-06,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-04-22,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-05-08,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-05-24,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-06-09,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-06-25,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-07-11,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-07-27,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-08-12,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-08-28,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-09-13,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-09-29,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-10-15,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-10-31,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-11-16,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-12-02,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2024-12-18,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2025-01-01,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2025-01-17,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2025-02-02,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
AbuDhabi,3,26.5,55.0,2025-02-18,h22v06,839.0,2213.0,-3000.0,51199.0,-1.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes,-0b0000000000000000000000000000001,0b11111111111111111111111111111111,
